Variant SKU,ADS Price,Suggested Resale,Variant Compare At Price,Handle,Body (HTML),Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Title,Variant Grams,Variant Inventory Qty,Variant Barcode,SEO Title,SEO Description,Variant Weight Unit,Cost per item
RE-SILP-RBBI,0.6,4.99,,silicone-bisexual-pride-heart-pins,"<p>This heart shaped bisexual pride pin is a silicone pins striped with the BI-PRIDE colors of pink, lavender and blue. Our high quality silicone pin is 1 inch by 1 inch with a tac backing.  </p>",Package Quantity,1 Pin,,,,,Silicone Bisexual Pride Heart Pins,2.993709642,500,'849228098891,"Silicone Bisexual Pride Heart Pins Wholesale, Bulk LGBTQ Jewelry",Our wholesale Silicone Bisexual Pride Heart Pins are fun and inexpensive - perfect for your gay pride awareness or fundraising event. Bi-Pride jewelry is easy to sell for fundraising or makes a great giveaway.,lb,
RE-SILP-RBFL,0.6,4.99,,gay-pride-rainbow-flag-silicone-pins,<p>This flag shaped rainbow pin is a silicone pin striped with the colors of the rainbow. Our high quality silicone pin is 1 inch by 1 inch with a tac backing. </p>,Package Quantity,1 Pin,,,,,Gay Pride Rainbow Flag Silicone Pins,2.993709642,500,'849228022124,Rainbow Flag Gay Pride Silicone Pins Wholesale,These flag shaped rainbow pins are silicone pins striped with the colors of the rainbow. Each high quality silicone pin is approximately 1 inch by 1 inch with a tac backing. These fun pins make great fundraising products or giveaways for,lb,
RE-SILP-RBLE,0.6,4.99,,silicone-lesbian-pride-heart-pins,"<p>This heart-shaped lesbian pride pin is a silicone pin striped with the lesbian-pride colors: pink, white, and violet. Our high quality silicone pin is 1 inch by 1 inch with a tac backing.  </p>",Package Quantity,1 Pin,,,,,Silicone Lesbian Pride Heart Pins,2.993709642,500,'849228009965,Silicone Lesbian Pride Heart Pins Wholesale,"These Silicone Lesbian Pride Heart Pins are silicone pins striped with the lesbian-pride colors: pink, white, and violet. These adorable pins make great fundraising products or giveaways for LGBTQ pride parades or awareness events.",lb,
RE-SILP-RBNBI,0.6,4.99,,silicone-non-binary-lgbtq-pride-heart-pins,"<p>This heart shaped non-binary pride pin is a silicone pin  striped with the colors of black, yellow, white and purple. Our high quality silicone pin is 1 inch by 1 inch with a tac backing. </p>",Package Quantity,1 Pin,,,,,Silicone Non-Binary LGBTQ Pride Heart Pins,2.993709642,497,'849228025286,"Non-Binary LGBTQ Pride Heart Pins, LGBTQ",Our bulk pack of Non-Binary LGBTQ Pride Heart Pins are fun and inexpensive - perfect for your gay pride parade to give to friends and family.,lb,
RE-SILP-RBPS,0.6,4.99,,silicone-pansexual-flag-pride-heart-pins,"<p>This heart shaped pansexual pride pin is a silicone pin striped with the pansexual pride colors of pink, yellow and blue. This high quality silicone pin is 1 inch by 1 inch with a tac backing. ",Package Quantity,1 Pin,,,,,Silicone Pansexual Flag Pride Heart Pins,2.993709642,498,'810003042699,"Silicone Pansexual Pride Heart Pins Wholesale, Bulk LGBTQ Jewelry",Our wholesale Silicone Pansexual Pride Heart Pins are fun and inexpensive - perfect for your gay pride awareness or fundraising event. Pride jewelry is easy to sell for fundraising or makes a great giveaway.,lb,
RE-SILP-RBTR,0.6,4.99,,silicone-transgender-pride-heart-pins,"<p>This heart shaped transgender pride pin is a silicone pin  striped with the TRANS-PRIDE colors of pink, white and blue. Our high quality silicone pin is 1 inch by 1 inch with a tac backing.  </p>",Package Quantity,1 Pin,,,,,Silicone Transgender Pride Heart Pins,2.993709642,498,'849228098877,"Silicone Transgender Pride Heart Pins Wholesale, LGBTQ Jewelry",Our wholesale Silicone Transgender Pride Heart Pins are fun and inexpensive - perfect for your gay pride awareness or LGBTQ fundraising event. Trans-Pride jewelry is easy to sell for fundraising or makes a great giveaway.,lb,
RE-SILR-1,0.6,8.99,,pink-silicone-ring-1-ring-retail,"<p>This silicone ring has the words Hope, Faith, Love embossed on it with ribbons. The ring is made of high quality 100% silicone and is 3 inches in circumference with 3/4 inch diameter.</p>",Title,Default Title,,,,,Pink Breast Cancer Silicone Ring,22.6796185,611,'814361018211,Pink Silicone Ring Retail,These pink silicone rings are perfect to raise money at your next event.,lb,
RE-SILR-12,0.6,6.99,,lt-blue-silicone-ring-1-ring-retail,"<p>This light blue silicone ring has the words ""Hope, Faith, Love"" with ribbons embossed on it. The ring is high quality and made of 100% silicone. This ring is a 3 inch circumference with 3/4 inch diameter.</p>",Title,Default Title,,,,,Lt Blue Silicone Ring,22.6796185,67,'849228000894,"Light Blue Silicone Ring Retail, Prostate Cancer Awareness Jewelry",This light blue silicone ring is an inexpensive way to show your support for prostate cancer awareness.,lb,
RE-SILR-17,0.6,6.99,,black-silicone-ring-1-ring-retail,"<p>This black silicone ring has the words Hope, Faith, Love embossed on it. The black silicone ring is made of 100% high quality silicone. This ring has a 3 inch circumference with an 3/4 inch diameter.</p>",Title,Default Title,,,,,Black Silicone Ring,22.6796185,999,'849228000979,Black Silicone Ring Retail,This black ribbon awareness silicone ring is the perfect for your fundraising event. Each black awareness ring is perfect for melanoma fundraising.,lb,
RE-SILR-18,0.6,6.99,,burgundy-silicone-ring-1-ring-retail,"<p>This burgundy silicone ring has the words Hope, Faith, Love embossed on it with ribbons. The burgundy silicone ring is made of 100% silicone and has a 3 inch circumference with a 3/4 inch diameter.</p>",Title,Default Title,,,,,Burgundy Silicone Ring,22.6796185,500,'849228000993,Burgundy Silicone Ring Retail,Our wholesale burgundy ribbon awareness silicone rings are perfect for your meningitis fundraising event. Each burgundy awareness ring is perfect for meningitis fundraising.,lb,
RE-SILR-19,0.6,6.99,,lavender-silicone-ring-1-ring-retail,"<p>This lavender silicone ring has the words Hope, Faith, Love embossed on it with ribbons. The lavender silicone ring is made of 100% silicone and has a 3 inch circumference with 3/4 inch diameter.</p>",Title,Default Title,,,,,Lavender Silicone Ring,22.6796185,57,'849228001013,"Lavender Silicone Ring Retail, Epilepsy Awareness Jewelry",Our wholesale lavender ribbon awareness silicone ring is an inexpensive way to show your support for epilepsy awareness.,lb,
RE-SILR-20,0.6,6.99,,peach-silicone-rings,"<p>This peach silicone ring  is made of 100% silicone. It has the words ""Hope, Faith, Love"" embossed on it  with ribbons. It has a 3 inch circumference with 3/4 inch diameter.</p>",Package Quantity,1 Ring,,,,,Peach Silicone Rings,5.987419284,500,'849228001020,Peach Silicone Rings Wholesale,Our wholesale peach silicone rings are perfect for your uterine cancer fundraising event. Each peach ribbon awareness ring is perfect for uterine cancer fundraising.,lb,
RE-SILR-4,0.6,6.99,,purple-silicone-ring-1-ring-retail,"<p>This purple silicone ring is embossed with the words ""Hope, Faith, Love"" and ribbons. This silicone ring is made of 100% high quality silicone. The ring has an approximate 3 inch circumference with 3/4 inch diameter.</p>",Title,Default Title,,,,,Purple Silicone Ring,22.6796185,30,'849228001075,"Purple Silicone Ring Retail, Cancer Awareness Jewelry",These purple silicone ring is an inexpensive fun way to show your support for cancer awareness or other purple ribbon cause.,lb,
RE-SILRL-TXT,0.6,6.99,,large-texting-kills-silicone-rings,"<p>Show your commitment to safe cell phone use with this large ""Texting Kills"" silicone ring . This red silicone ring is a high quality and made of 100% silicone with the words ""Texting Kills"" in white. The large size silicone ring is 3 1/4 inches if measured with a tape measure around the outside of the ring or 3 inches if laid out flat.</p>",Package Quantity,1 Ring,,,,,Large Texting Kills Silicone Rings,90.718474,500,'849228066975,"Large Texting Kills Silicone Rings Wholesale, Bulk Safety Jewelry",These wholesale large Texting Kills silicone rings are perfect giveaways for a school cell phone safety event.,lb,
RE-SILRM-TXT,0.6,6.99,,medium-texting-kills-silicone-ring-1-ring-retail,"<p>Wear a medium ""Texting Kills"" silicone ring to show your commitment to safe cell phone use. This red silicone ring is high quality and made of 100% silicone with the words ""Texting Kills"" in white. The medium size silicone ring is 3 inches if measured with a tape measure around the outside of the ring or 2 3/4 inches if laid out flat.</p>",Title,Default Title,,,,,Medium Texting Kills Silicone Ring,22.6796185,46,'849228066982,"Medium Texting Kills Silicone Ring, Driving Safety Jewelry",Wear a medium Texting Kills silicone ring to show your commitment to cell phone and driving safety.,lb,
RE-SLAP-3,0.75,5.99,,teal-ribbon-slap-bracelet-1-bracelet-retail,"<p>This teal ribbon slap bracelet has a flexible metal base with a white plastic covering with a teal ribbon design. A light tap on the wrist turns it into a fun, fashionable bracelet to show your support for ovarian cancer awareness. Each slap bracelet is 9 inches long.</p>",Title,Default Title,,,,,Teal Ribbon Slap Bracelet,31.7514659,269,'849228037692,"Teal Ribbon Slap Bracelet, Ovarian Cancer Awareness",This teal ribbon slap bracelet is a fun and inexpensive way to show your support for ovarian cancer awareness.,lb,
RE-SOC-1,2.75,9.99,,pink-ribbon-socks-1-pair-retail,<p>These pink ribbon socks for breast cancer awareness are white cotton socks that have pink ribbons going around the ankle. These socks are 95% polyester and 5% spandex and fits shoe sizes 5-10.</p>,Title,Default Title,,,,,Pink Ribbon Ankle Socks,45.359237,490,'852580002017,Pink Ribbon Socks,These Pink Ribbon Socks are soft and perfect for Breast Cancer Awareness walks. Give your teammates pink ribbon socks to wear to show your support.,lb,
RE-SOC-RB,2,9.99,,rainbow-ankle-socks-1-pair-retail,<p>These rainbow ankle socks are striped with the colors of the rainbow. Great to wear for a pride parade or other outdoor pride awareness event. The rainbow socks are made of an acrylic blend and one size fits most.</p>,Title,Default Title,,,,,Rainbow Striped Ankle Socks,22.6796185,1010,'810003043627,"Rainbow Ankle Socks, Gay Pride Parade Awareness Apparel","These Rainbow Ankle Socks are perfect to wear for a gay pride parade or other outdoor LGBTQ awareness event. Add rainbow shoelaces, sweatbands and headbands to complete your outfit.",lb,
RE-SOCK-1A,2,6.99,,pink-ribbon-fluffy-fuzzy-socks-wholesale,"<p>These pink ribbon socks for breast cancer awareness are made of a soft cotton that features an embroidered pink ribbon on the ankle. Our low-priced, ultra soft pinks are thoughtful gifts for cancer patients, cancer survivors, and healthcare professionals.</p>",Package Quantity,1 Pair,,,,,Pink Ribbon Fluffy Fuzzy Socks,61.00817377,500,,Pink Ribbon Soft Slipper Socks - Bulk Breast Cancer Awareness Socks,These wholesale Pink Ribbon Fluffy Comfy Socks are soft and perfect for raising awareness for breast cancer during October. Wear and share our high-quality soft pink socks to show support for those diagnosed with breast cancer. We ship nationwide!,lb,
RE-SOCK-1B,2,6.99,,light-pink-ribbon-fluffy-fuzzy-socks,"<p>These light pink ribbon socks for breast cancer awareness are made of a soft cotton that features an embroidered pink ribbon on the ankle. Our low-priced, ultra soft pinks are thoughtful gifts for cancer patients, cancer survivors, and healthcare professionals.</p>",Title,Default Title,,,,,Light Pink Ribbon Fluffy Fuzzy Socks,45.359237,-1,,Pink Ribbon Soft Slipper Socks - Bulk Breast Cancer Awareness Socks,These wholesale Light Pink Ribbon Fluffy Comfy Socks are soft and perfect for raising awareness for breast cancer during October. Wear and share our high-quality soft pink socks to show support for those diagnosed with breast cancer. We ship nationwide!,lb,
RE-SOCK-1C,2,6.99,,white-pink-ribbon-fluffy-fuzzy-socks-wholesale,"<p>These white pink ribbon socks for breast cancer awareness are made of a soft cotton that features an embroidered pink ribbon on the ankle. Our low-priced, ultra soft pinks are thoughtful gifts for cancer patients, cancer survivors, and healthcare professionals.</p>",Package Quantity,1 Pair,,,,,White Pink Ribbon Fluffy Fuzzy Socks,61.00817377,500,,White Pink Ribbon Soft Socks - Bulk Breast Cancer Awareness Socks,These wholesale White Pink Ribbon Fluffy Comfy Socks are soft and perfect for raising awareness for breast cancer during October. Wear and share our high-quality soft pink socks to show support for those diagnosed with breast cancer. We ship nationwide!,lb,
RE-SWB-01-1,2,6.99,,pairs-pink-ribbon-awareness-sport-sweat-wristbands,<p>These Pink Ribbon Awareness Sport Sweat Wristbands are made of a soft cashmere blend and are 5 1/2 inches in circumference unstretched and stretch to an approximate circumference of 10 inches. Each pair of sweat bands is individually wrapped.</p>,Package Quantity,1 Pair,,,,,Pairs Pink Ribbon Awareness Sport Sweat Wristbands,9.97903214,500,'814361017443,Pink Ribbon Awareness Sport Sweat Wristbands for Breast Cancer,Our Pink Ribbon Awareness Sport Sweat Wristbands are perfect for a football team or any sporting team to wear to show support.,lb,
RE-SWB-01-RB,2,6.99,,rainbow-sweat-band-1-pair-retail,<p>These rainbow sweat bands are striped with colors of the rainbow and made of a soft cashmere blend. They are 5 1/2 inches in circumference unstretched and stretch to an approximate circumference of 10 inches. Each pair of sweatbands is individually wrapped.</p>,Title,Default Title,,,,,Rainbow Sweat Band,22.6796185,1291,'849228084573,"Rainbow Sweat Band, Gay Pride Parade Awareness Apparel",This Rainbow Sweat Band is perfect to wear at a gay pride parade or other outdoor LGBTQ awareness event.,lb,
RE-TBEAR-1,6,15.99,,pink-ribbon-teddy-bear-1-teddy-bear-retail,"<p>This adorable pink ribbon teddy bear has a satin ribbon tied around his neck with pink ribbons and the words ""Hope, Faith, Love"" in a pretty design. This bear is 6 1/2 inches tall.</p>",Title,Default Title,,,,,Pink Ribbon Awareness Teddy Bear,226.796185,500,'849228027488,Pink Ribbon Teddy Bear Retail,This pink ribbon teddy bear makes a thoughtful gift for a someone going through breast cancer treatment. Show your support for breast cancer awareness with a sweet pink cancer ribbon stuffed animal.,lb,
